,Rating,Company Name,Job Title,Salary,Location,Employment_status,Job_roles,Rank,Local Purchasing Power Index,Total Expenses,Salary-to-Expenses Ratio,Salary-to-Purchasing Power Ratio
17905,4.1,Nearbuy,Software Development Engineer - Intern,384000,New Delhi,Intern,SDE,11,63.8,79.1,4854.61,6018.81
17906,3.8,Bsnl,Software Development Engineer,528000,New Delhi,Full Time,SDE,11,63.8,79.1,6675.09,8275.86
17907,3.7,Infinite Computer Solutions,Software Development Engineer,500000,New Delhi,Full Time,SDE,11,63.8,79.1,6321.11,7836.99
17908,3.8,Boeing,Software Development Engineer,737088,New Delhi,Full Time,SDE,11,63.8,79.1,9318.43,11553.10
17909,3.7,StackMindz,Software Development Engineer,456000,New Delhi,Full Time,SDE,11,63.8,79.1,5764.85,7147.34
17910,4.2,Stryker,Software Development Engineer - Intern,1020000,New Delhi,Intern,SDE,11,63.8,79.1,12895.07,15987.46
17911,3.7,PeopleStrong Technologies,Software Development Engineer,1200000,New Delhi,Full Time,SDE,11,63.8,79.1,15170.67,18808.78
17912,3.6,NMG Technologies,Software Development Engineer,600000,New Delhi,Full Time,SDE,11,63.8,79.1,7585.34,9404.39
17913,4.1,Roadzen,Software Development Engineer,1600000,New Delhi,Full Time,SDE,11,63.8,79.1,20227.56,25078.37
17914,2.9,Mobiloitte,Software Development Engineer - Intern,348000,New Delhi,Intern,SDE,11,63.8,79.1,4399.49,5454.55
17915,3.5,"Summit Midstream Partners, LP",Software Development Engineer,804000,New Delhi,Full Time,SDE,11,63.8,79.1,10164.35,12601.88
17916,4.3,Velocity Software Solutions,Software Development Engineer,300000,New Delhi,Full Time,SDE,11,63.8,79.1,3792.67,4702.19
17917,4.5,C Simplify IT,Software Development Engineer,660000,New Delhi,Full Time,SDE,11,63.8,79.1,8343.87,10344.83
17918,3.7,Encore Capital Group,Software Development Engineer,1300000,New Delhi,Full Time,SDE,11,63.8,79.1,16434.89,20376.18
17919,4.0,Diksha Technologies,Software Development Engineer,624000,New Delhi,Full Time,SDE,11,63.8,79.1,7888.75,9780.56
17920,3.9,NortonLifeLock,Software Development Engineer,2200000,New Delhi,Full Time,SDE,11,63.8,79.1,27812.90,34482.76
17921,3.8,Ramco Systems,Software Development Engineer,588000,New Delhi,Full Time,SDE,11,63.8,79.1,7433.63,9216.30
17922,3.7,Unknowns,Software Development Engineer - Intern,816000,New Delhi,Intern,SDE,11,63.8,79.1,10316.06,12789.97
17923,4.5,MyHashCode,Software Development Engineer - Intern,120000,New Delhi,Intern,SDE,11,63.8,79.1,1517.07,1880.88
17924,4.1,Delhi Technological University,Software Development Engineer,1200000,New Delhi,Full Time,SDE,11,63.8,79.1,15170.67,18808.78
17925,3.4,Indo Autotech,Software Development Engineer,204000,New Delhi,Full Time,SDE,11,63.8,79.1,2579.01,3197.49
17926,3.8,Jabong.com,Software Development Engineer,800000,New Delhi,Full Time,SDE,11,63.8,79.1,10113.78,12539.18
17927,3.9,Vayam,Software Development Engineer Contractor,228000,New Delhi,Contractor,SDE,11,63.8,79.1,2882.43,3573.67
17928,1.7,Applets Technology,Software Development Engineer,300000,New Delhi,Full Time,SDE,11,63.8,79.1,3792.67,4702.19
17929,3.8,Concentrix,Software Development Engineer,180000,New Delhi,Full Time,SDE,11,63.8,79.1,2275.60,2821.32
17930,3.6,Shopclues,Software Development Engineer,1500000,New Delhi,Full Time,SDE,11,63.8,79.1,18963.34,23510.97
17931,5.0,LaborHub,Software Development Engineer,480000,New Delhi,Full Time,SDE,11,63.8,79.1,6068.27,7523.51
17932,3.8,A.P.T. Portfolio,Software Development Engineer - Intern,1188000,New Delhi,Intern,SDE,11,63.8,79.1,15018.96,18620.69
17933,3.8,Mediology Software,Software Development Engineer,1200000,New Delhi,Full Time,SDE,11,63.8,79.1,15170.67,18808.78
17934,4.3,Virtuzo Consultancy Services,Software Development Engineer,300000,New Delhi,Full Time,SDE,11,63.8,79.1,3792.67,4702.19
17935,3.5,Tillys,Software Development Engineer,100000,New Delhi,Full Time,SDE,11,63.8,79.1,1264.22,1567.40
17936,3.0,Usha Shriram Enterprises,Software Development Engineer,204000,New Delhi,Full Time,SDE,11,63.8,79.1,2579.01,3197.49
17937,3.8,Cvent,Software Development Engineer - Intern,492000,New Delhi,Intern,SDE,11,63.8,79.1,6219.97,7711.60
17938,3.1,Samsung R&D Institute India - Bangalore,Software Development Engineer - Intern,1300000,New Delhi,Intern,SDE,11,63.8,79.1,16434.89,20376.18
17939,4.0,Jatin bansal,Software Development Engineer,1200000,New Delhi,Full Time,SDE,11,63.8,79.1,15170.67,18808.78
17940,5.0,Sixsoftmedia,Software Development Engineer,228000,New Delhi,Full Time,SDE,11,63.8,79.1,2882.43,3573.67
17941,4.0,Nones,Software Development Engineer,1128000,New Delhi,Full Time,SDE,11,63.8,79.1,14260.43,17680.25
17942,4.1,UKG (Ultimate Kronos Group),Software Development Engineer,1300000,New Delhi,Full Time,SDE,11,63.8,79.1,16434.89,20376.18
17943,3.8,Amazon,Software Development Engineer,2000000,New Delhi,Full Time,SDE,11,63.8,79.1,25284.45,31347.96
17944,4.2,JAVA,Software Development Engineer - Intern,700000,New Delhi,Intern,SDE,11,63.8,79.1,8849.56,10971.79
17945,4.2,Attentive AI,Software Development Engineer - Intern,240000,New Delhi,Intern,SDE,11,63.8,79.1,3034.13,3761.76
17946,3.2,Wonderment Apps,Software Development Engineer - Contractor,1800000,New Delhi,Contractor,SDE,11,63.8,79.1,22756.01,28213.17
17947,2.9,Rancore Technologies,Software Development Engineer,420000,New Delhi,Full Time,SDE,11,63.8,79.1,5309.73,6583.07
17948,3.7,Rightwave,Software Development Engineer,500000,New Delhi,Full Time,SDE,11,63.8,79.1,6321.11,7836.99
17949,3.3,DotPe,Software Development Engineer - Intern,348000,New Delhi,Intern,SDE,11,63.8,79.1,4399.49,5454.55
17950,4.2,Pristine Business Solution,Software Development Engineer,200000,New Delhi,Full Time,SDE,11,63.8,79.1,2528.45,3134.80
17951,4.4,Groww,Software Development Engineer - Intern,708000,New Delhi,Intern,SDE,11,63.8,79.1,8950.70,11097.18
17952,4.0,Knoldus Software,Software Development Engineer,900000,New Delhi,Full Time,SDE,11,63.8,79.1,11378.00,14106.58
17953,4.6,HelloSign,Software Development Engineer,1500000,New Delhi,Full Time,SDE,11,63.8,79.1,18963.34,23510.97
17954,3.9,Workforce Logiq,Software Development Engineer,144000,New Delhi,Full Time,SDE,11,63.8,79.1,1820.48,2257.05
17955,3.9,Grapecity,Software Development Engineer,504000,New Delhi,Full Time,SDE,11,63.8,79.1,6371.68,7899.69
17956,4.2,Goibibo,Software Development Engineer,396000,New Delhi,Full Time,SDE,11,63.8,79.1,5006.32,6206.90
17957,3.7,IndiaMART,Software Development Engineer - Intern,300000,New Delhi,Intern,SDE,11,63.8,79.1,3792.67,4702.19
17958,3.8,Ms,Software Development Engineer,1700000,New Delhi,Full Time,SDE,11,63.8,79.1,21491.78,26645.77
17959,4.5,IoTrek,Software Development Engineer - Intern,852000,New Delhi,Intern,SDE,11,63.8,79.1,10771.18,13354.23
17960,3.4,DoubtNut,Software Development Engineer,1100000,New Delhi,Full Time,SDE,11,63.8,79.1,13906.45,17241.38
17961,4.5,Google,Software Development Engineer,1200000,New Delhi,Full Time,SDE,11,63.8,79.1,15170.67,18808.78
17962,4.4,Netomi,Software Development Engineer,1000000,New Delhi,Full Time,SDE,11,63.8,79.1,12642.23,15673.98
17963,3.7,NCR,Software Development Engineer,4900000,New Delhi,Full Time,SDE,11,63.8,79.1,61946.90,76802.51
17964,3.9,Hindustan Times,Software Development Engineer,700000,New Delhi,Full Time,SDE,11,63.8,79.1,8849.56,10971.79
17965,4.1,Razorpay,Software Development Engineer - Intern,276000,New Delhi,Intern,SDE,11,63.8,79.1,3489.25,4326.02
17966,3.0,Mann-India Technologies Pvt.,Software Development Engineer,600000,New Delhi,Full Time,SDE,11,63.8,79.1,7585.34,9404.39
17967,3.8,Hexaware Technologies,Software Development Engineer,400000,New Delhi,Full Time,SDE,11,63.8,79.1,5056.89,6269.59
17968,3.6,OYE! Rickshaw,Software Development Engineer - Intern,300000,New Delhi,Intern,SDE,11,63.8,79.1,3792.67,4702.19
17969,4.1,Accolite Digital,Software Development Engineer - Intern,240000,New Delhi,Intern,SDE,11,63.8,79.1,3034.13,3761.76
17970,4.1,HELLO,Software Development Engineer,900000,New Delhi,Full Time,SDE,11,63.8,79.1,11378.00,14106.58
17971,4.0,Sira Consulting,Software Development Engineer - Intern,996000,New Delhi,Intern,SDE,11,63.8,79.1,12591.66,15611.29
17972,4.2,Apple,Software Development Engineer,100000,New Delhi,Full Time,SDE,11,63.8,79.1,1264.22,1567.40
17973,4.0,Technomax Solutions,Software Development Engineer,468000,New Delhi,Full Time,SDE,11,63.8,79.1,5916.56,7335.42
17974,4.3,Housing.com,Software Development Engineer - Intern,420000,New Delhi,Intern,SDE,11,63.8,79.1,5309.73,6583.07
17975,4.8,Google Summer of Code,Software Development Engineer - Intern,852000,New Delhi,Intern,SDE,11,63.8,79.1,10771.18,13354.23
17976,3.2,Zimply (India),Software Development Engineer,1900000,New Delhi,Full Time,SDE,11,63.8,79.1,24020.23,29780.56
17977,5.0,Parth Universal,Software Development Engineer,1300000,New Delhi,Full Time,SDE,11,63.8,79.1,16434.89,20376.18
17978,3.2,Sevya IT,Software Development Engineer,516000,New Delhi,Full Time,SDE,11,63.8,79.1,6523.39,8087.77
17979,4.0,FITSO,Software Development Engineer,1900000,New Delhi,Full Time,SDE,11,63.8,79.1,24020.23,29780.56
17980,4.6,Aurigo Software Technologies,Software Development Engineer - Intern,1000000,New Delhi,Intern,SDE,11,63.8,79.1,12642.23,15673.98
17981,3.8,Buzzworks Business Services,Software Development Engineer,400000,New Delhi,Full Time,SDE,11,63.8,79.1,5056.89,6269.59
17982,3.7,None Such Farm,Software Development Engineer,100000,New Delhi,Full Time,SDE,11,63.8,79.1,1264.22,1567.40
17983,4.1,Accenture,Software Development Engineer - Intern,400000,New Delhi,Intern,SDE,11,63.8,79.1,5056.89,6269.59
17984,3.4,Cargoflash Infotech,Software Development Engineer,228000,New Delhi,Full Time,SDE,11,63.8,79.1,2882.43,3573.67
17985,3.3,ION Group,Software Development Engineer,1400000,New Delhi,Full Time,SDE,11,63.8,79.1,17699.12,21943.57
17986,4.0,Barco,Software Development Engineer,1600000,New Delhi,Full Time,SDE,11,63.8,79.1,20227.56,25078.37
17987,2.9,Tripoto,Software Development Engineer,100000,New Delhi,Full Time,SDE,11,63.8,79.1,1264.22,1567.40
17988,2.9,SDE,Software Development Engineer,1000000,New Delhi,Full Time,SDE,11,63.8,79.1,12642.23,15673.98
17989,4.1,Sinew,Software Development Engineer,800000,New Delhi,Full Time,SDE,11,63.8,79.1,10113.78,12539.18
17990,4.0,(no)name,Software Development Engineer - Intern,288000,New Delhi,Intern,SDE,11,63.8,79.1,3640.96,4514.11
17991,4.0,Limeroad,Software Development Engineer - Intern,480000,New Delhi,Intern,SDE,11,63.8,79.1,6068.27,7523.51
17992,3.7,Tekplay,Software Development Engineer,120000,New Delhi,Full Time,SDE,11,63.8,79.1,1517.07,1880.88
17993,4.4,Applied Mobile Labs,Software Development Engineer,588000,New Delhi,Full Time,SDE,11,63.8,79.1,7433.63,9216.30
17994,2.8,inoday,Software Development Engineer,600000,New Delhi,Full Time,SDE,11,63.8,79.1,7585.34,9404.39
17995,3.8,TRAQR Technologies,Software Development Engineer,400000,New Delhi,Full Time,SDE,11,63.8,79.1,5056.89,6269.59
17996,3.2,Nexcode Software,Software Development Engineer,300000,New Delhi,Full Time,SDE,11,63.8,79.1,3792.67,4702.19
17997,4.0,Allianz,Software Development Engineer - Intern,100000,New Delhi,Intern,SDE,11,63.8,79.1,1264.22,1567.40
17998,4.3,HashedIn by Deloitte,Software Development Engineer,800000,New Delhi,Full Time,SDE,11,63.8,79.1,10113.78,12539.18
17999,3.9,Planet Spark,Software Development Engineer,456000,New Delhi,Full Time,SDE,11,63.8,79.1,5764.85,7147.34
18000,4.1,Via.com,Software Development Engineer,300000,New Delhi,Full Time,SDE,11,63.8,79.1,3792.67,4702.19
18001,3.6,Pitney Bowes,Software Development Engineer - Intern,300000,New Delhi,Intern,SDE,11,63.8,79.1,3792.67,4702.19
18002,4.2,Freelancer,Software Development Engineer,600000,New Delhi,Full Time,SDE,11,63.8,79.1,7585.34,9404.39
18003,4.2,KKK Inform Data Services,Software Development Engineer,800000,New Delhi,Full Time,SDE,11,63.8,79.1,10113.78,12539.18
18004,3.8,Harsha,Software Development Engineer,1500000,New Delhi,Full Time,SDE,11,63.8,79.1,18963.34,23510.97
18005,3.9,Abbott,Software Development Engineer - Intern,264000,New Delhi,Intern,SDE,11,63.8,79.1,3337.55,4137.93
18006,3.5,Mētis Construction,Software Development Engineer - Intern,500000,New Delhi,Intern,SDE,11,63.8,79.1,6321.11,7836.99
18007,4.0,Jbc Auto Tech,Software Development Engineer,240000,New Delhi,Full Time,SDE,11,63.8,79.1,3034.13,3761.76
18008,3.4,Yatra Online Pvt Ltd,Software Development Engineer,900000,New Delhi,Full Time,SDE,11,63.8,79.1,11378.00,14106.58
18009,4.1,KIT,Software Development Engineer - Intern,300000,New Delhi,Intern,SDE,11,63.8,79.1,3792.67,4702.19
18010,4.1,Ericsson IT Solutions & Services,Software Development Engineer - Intern,300000,New Delhi,Intern,SDE,11,63.8,79.1,3792.67,4702.19
18011,4.7,DigitUp,Software Development Engineer,348000,New Delhi,Full Time,SDE,11,63.8,79.1,4399.49,5454.55
18012,4.0,SenRa,Software Development Engineer,700000,New Delhi,Full Time,SDE,11,63.8,79.1,8849.56,10971.79
18013,4.5,IIT Kharagpur,Software Development Engineer,240000,New Delhi,Full Time,SDE,11,63.8,79.1,3034.13,3761.76
18014,4.1,Adloid,Software Development Engineer,1100000,New Delhi,Full Time,SDE,11,63.8,79.1,13906.45,17241.38
18015,3.8,Corillian,Software Development Engineer,400000,New Delhi,Full Time,SDE,11,63.8,79.1,5056.89,6269.59
18016,3.6,UHY LLP,Software Development Engineer,100000,New Delhi,Full Time,SDE,11,63.8,79.1,1264.22,1567.40
18017,4.0,Octro,Software Development Engineer,228000,New Delhi,Full Time,SDE,11,63.8,79.1,2882.43,3573.67
18018,2.5,Credihealth,Software Development Engineer,500000,New Delhi,Full Time,SDE,11,63.8,79.1,6321.11,7836.99
18019,4.0,DG,Software Development Engineer - Intern,800000,New Delhi,Intern,SDE,11,63.8,79.1,10113.78,12539.18
18020,4.0,Devslane,Software Development Engineer - Intern,120000,New Delhi,Intern,SDE,11,63.8,79.1,1517.07,1880.88
18021,3.4,SMC Global,Software Development Engineer - Intern,348000,New Delhi,Intern,SDE,11,63.8,79.1,4399.49,5454.55
18022,3.9,ABC,Software Development Engineer,800000,New Delhi,Full Time,SDE,11,63.8,79.1,10113.78,12539.18
18023,3.7,REVE Systems,Software Development Engineer,800000,New Delhi,Full Time,SDE,11,63.8,79.1,10113.78,12539.18
18024,4.0,XYX,Software Development Engineer - Intern,120000,New Delhi,Intern,SDE,11,63.8,79.1,1517.07,1880.88
18025,4.1,AtDrive Group,Software Development Engineer,348000,New Delhi,Full Time,SDE,11,63.8,79.1,4399.49,5454.55
18026,4.0,Anuj,Software Development Engineer,1700000,New Delhi,Full Time,SDE,11,63.8,79.1,21491.78,26645.77
18027,3.8,National Income Life,Software Development Engineer - Intern,1152000,New Delhi,Intern,SDE,11,63.8,79.1,14563.84,18056.43
18028,3.8,Tower Research Capital LLC,Software Development Engineer,3000000,New Delhi,Full Time,SDE,11,63.8,79.1,37926.68,47021.94
18029,3.0,Seo Digital India,Software Development Engineer - Intern,60000,New Delhi,Intern,SDE,11,63.8,79.1,758.53,940.44
18030,3.7,Quark Software,Software Development Engineer,1000000,New Delhi,Full Time,SDE,11,63.8,79.1,12642.23,15673.98
18031,5.0,Marcose Group,Software Development Engineer,564000,New Delhi,Full Time,SDE,11,63.8,79.1,7130.21,8840.13
18032,4.9,AceNet,Software Development Engineer,300000,New Delhi,Full Time,SDE,11,63.8,79.1,3792.67,4702.19
18033,4.7,Atlassian,Software Development Engineer - Intern,804000,New Delhi,Intern,SDE,11,63.8,79.1,10164.35,12601.88
18034,3.4,Mymind infotech,Software Development Engineer,204000,New Delhi,Full Time,SDE,11,63.8,79.1,2579.01,3197.49
18035,4.5,Network People Services Technologies,Software Development Engineer,300000,New Delhi,Full Time,SDE,11,63.8,79.1,3792.67,4702.19
18036,4.2,AlgoJi,Software Development Engineer - Intern,180000,New Delhi,Intern,SDE,11,63.8,79.1,2275.60,2821.32
18037,3.8,InforcePRO,Software Development Engineer,1500000,New Delhi,Full Time,SDE,11,63.8,79.1,18963.34,23510.97
18038,3.9,Tata Consultancy Services,Software Development Engineer - Intern,588000,New Delhi,Intern,SDE,11,63.8,79.1,7433.63,9216.30
18039,3.4,SMC Global,Software Development Engineer,800000,New Delhi,Full Time,SDE,11,63.8,79.1,10113.78,12539.18
18040,4.0,Nisha Group,Software Development Engineer,100000,New Delhi,Full Time,SDE,11,63.8,79.1,1264.22,1567.40
18041,2.8,Syncapse,Software Development Engineer,1200000,New Delhi,Full Time,SDE,11,63.8,79.1,15170.67,18808.78
18042,4.1,LeadSquared,Software Development Engineer,1000000,New Delhi,Full Time,SDE,11,63.8,79.1,12642.23,15673.98
18043,4.0,HighRadius,Software Development Engineer - Intern,600000,New Delhi,Intern,SDE,11,63.8,79.1,7585.34,9404.39
18044,4.3,Spacur,Software Development Engineer,1300000,New Delhi,Full Time,SDE,11,63.8,79.1,16434.89,20376.18
18045,4.2,Shipsy,Software Development Engineer,1100000,New Delhi,Full Time,SDE,11,63.8,79.1,13906.45,17241.38
18046,3.3,Lucas-TVS,Software Development Engineer,500000,New Delhi,Full Time,SDE,11,63.8,79.1,6321.11,7836.99
18047,4.0,Rani Yadav,Software Development Engineer - Intern,120000,New Delhi,Intern,SDE,11,63.8,79.1,1517.07,1880.88
18048,4.6,Paisabazaar.com,Software Development Engineer,500000,New Delhi,Full Time,SDE,11,63.8,79.1,6321.11,7836.99
18049,3.0,Oxient Technologies,Software Development Engineer,300000,New Delhi,Full Time,SDE,11,63.8,79.1,3792.67,4702.19
18050,4.5,.Kreate,Software Development Engineer,400000,New Delhi,Full Time,SDE,11,63.8,79.1,5056.89,6269.59
18051,4.0,Software development Engineer,Software Development Engineer,800000,New Delhi,Full Time,SDE,11,63.8,79.1,10113.78,12539.18
18052,4.3,Twimbit,Software Development Engineer - Intern,180000,New Delhi,Intern,SDE,11,63.8,79.1,2275.60,2821.32
18053,4.0,OfBusiness,Software Development Engineer - Intern,396000,New Delhi,Intern,SDE,11,63.8,79.1,5006.32,6206.90
18054,4.0,Krishi Network,Software Development Engineer - Intern,240000,New Delhi,Intern,SDE,11,63.8,79.1,3034.13,3761.76
18055,3.7,NTT Ltd.,Software Development Engineer - Intern,200000,New Delhi,Intern,SDE,11,63.8,79.1,2528.45,3134.80
18056,5.0,Hapramp,Software Development Engineer - Intern,192000,New Delhi,Intern,SDE,11,63.8,79.1,2427.31,3009.40
18057,3.9,XYZ (Turkey),Software Development Engineer - Intern,1188000,New Delhi,Intern,SDE,11,63.8,79.1,15018.96,18620.69
18058,4.1,Global Green Growth Institute,Software Development Engineer,288000,New Delhi,Full Time,SDE,11,63.8,79.1,3640.96,4514.11
18059,2.3,Unilodgers,Software Development Engineer - Intern,240000,New Delhi,Intern,SDE,11,63.8,79.1,3034.13,3761.76
18060,5.0,Firefly Infotech,Software Development Engineer,408000,New Delhi,Full Time,SDE,11,63.8,79.1,5158.03,6394.98
18061,4.1,Strong College Students,Software Development Engineer,396000,New Delhi,Full Time,SDE,11,63.8,79.1,5006.32,6206.90
18062,3.9,SoftSolvate,Software Development Engineer,288000,New Delhi,Full Time,SDE,11,63.8,79.1,3640.96,4514.11
18063,1.0,Buzz09,Software Development Engineer,228000,New Delhi,Full Time,SDE,11,63.8,79.1,2882.43,3573.67
18064,3.7,CRMnext,Software Development Engineer,600000,New Delhi,Full Time,SDE,11,63.8,79.1,7585.34,9404.39
18065,4.6,Paisabazaar.com,Software Development Engineer - Intern,192000,New Delhi,Intern,SDE,11,63.8,79.1,2427.31,3009.40
18066,3.6,Mr X,Software Development Engineer - Intern,348000,New Delhi,Intern,SDE,11,63.8,79.1,4399.49,5454.55
18067,4.2,RenewBuy,Software Development Engineer,2900000,New Delhi,Full Time,SDE,11,63.8,79.1,36662.45,45454.55
18068,3.0,Plix,Software Development Engineer,1200000,New Delhi,Full Time,SDE,11,63.8,79.1,15170.67,18808.78
18069,5.0,LTC.com,Software Development Engineer,500000,New Delhi,Full Time,SDE,11,63.8,79.1,6321.11,7836.99
18070,3.7,Majid Al Futtaim Group,Software Development Engineer - Intern,348000,New Delhi,Intern,SDE,11,63.8,79.1,4399.49,5454.55
18071,3.9,Intello Labs,Software Development Engineer,600000,New Delhi,Full Time,SDE,11,63.8,79.1,7585.34,9404.39
18072,3.4,Newgen Software,Software Development Engineer,700000,New Delhi,Full Time,SDE,11,63.8,79.1,8849.56,10971.79
18073,3.5,FLIR,Software Development Engineer,1800000,New Delhi,Full Time,SDE,11,63.8,79.1,22756.01,28213.17
18074,3.4,Adroit Business Solutions,Software Development Engineer,636000,New Delhi,Full Time,SDE,11,63.8,79.1,8040.46,9968.65
18075,3.9,Decimal Technologies,Software Development Engineer,1100000,New Delhi,Full Time,SDE,11,63.8,79.1,13906.45,17241.38
18076,4.0,My Personal Health Record eXpress,Software Development Engineer,100000,New Delhi,Full Time,SDE,11,63.8,79.1,1264.22,1567.40
18077,4.2,Freshworks,Software Development Engineer,1400000,New Delhi,Full Time,SDE,11,63.8,79.1,17699.12,21943.57
18078,5.0,Elle Outfits,Software Development Engineer,708000,New Delhi,Full Time,SDE,11,63.8,79.1,8950.70,11097.18
18079,3.9,Sree Gokulam Chit & Fin Company,Software Development Engineer,1000000,New Delhi,Full Time,SDE,11,63.8,79.1,12642.23,15673.98
18080,4.0,Rakesh kumara,Software Development Engineer,700000,New Delhi,Full Time,SDE,11,63.8,79.1,8849.56,10971.79
18081,4.5,Shri Kailash Logistics,Software Development Engineer,1000000,New Delhi,Full Time,SDE,11,63.8,79.1,12642.23,15673.98
18082,4.3,PicNtic Travels,Software Development Engineer - Intern,156000,New Delhi,Intern,SDE,11,63.8,79.1,1972.19,2445.14
18083,4.2,Internshala,Software Development Engineer - Intern,60000,New Delhi,Intern,SDE,11,63.8,79.1,758.53,940.44
18084,4.0,Velocis Systems,Software Development Engineer - Contractor,700000,New Delhi,Contractor,SDE,11,63.8,79.1,8849.56,10971.79
18085,4.3,Meta,Software Development Engineer - Intern,1000000,New Delhi,Intern,SDE,11,63.8,79.1,12642.23,15673.98
18086,3.5,Cuselleration,Software Development Engineer,24000,New Delhi,Full Time,SDE,11,63.8,79.1,303.41,376.18
18087,3.6,HCL Healthcare,Software Development Engineer - Intern,720000,New Delhi,Intern,SDE,11,63.8,79.1,9102.40,11285.27
18088,2.8,SRI Delhi,Software Development Engineer,1700000,New Delhi,Full Time,SDE,11,63.8,79.1,21491.78,26645.77
18089,3.7,Trident Group,Software Development Engineer,1032000,New Delhi,Full Time,SDE,11,63.8,79.1,13046.78,16175.55
18090,3.8,Coding with Kids,Software Development Engineer - Intern,576000,New Delhi,Intern,SDE,11,63.8,79.1,7281.92,9028.21
18091,4.2,RevInfotech,Software Development Engineer,720000,New Delhi,Full Time,SDE,11,63.8,79.1,9102.40,11285.27
18092,3.8,PayU,Software Development Engineer - Intern,396000,New Delhi,Intern,SDE,11,63.8,79.1,5006.32,6206.90
18093,4.6,Farzi Engineer,Software Development Engineer,700000,New Delhi,Full Time,SDE,11,63.8,79.1,8849.56,10971.79
18094,3.6,Precily,Software Development Engineer - Intern,228000,New Delhi,Intern,SDE,11,63.8,79.1,2882.43,3573.67
18095,3.5,Provakil Technologies,Software Development Engineer,500000,New Delhi,Full Time,SDE,11,63.8,79.1,6321.11,7836.99
18096,4.3,Tag8,Software Development Engineer - Intern,72000,New Delhi,Intern,SDE,11,63.8,79.1,910.24,1128.53
18097,4.0,Daphnis Lab,Software Development Engineer - Intern,700000,New Delhi,Intern,SDE,11,63.8,79.1,8849.56,10971.79
18098,4.0,Experenzia,Software Development Engineer,1000000,New Delhi,Full Time,SDE,11,63.8,79.1,12642.23,15673.98
18099,3.7,ColoredCow,Software Development Engineer,500000,New Delhi,Full Time,SDE,11,63.8,79.1,6321.11,7836.99
18100,5.0,FlipItNews,Software Development Engineer - Intern,288000,New Delhi,Intern,SDE,11,63.8,79.1,3640.96,4514.11
18101,4.0,eCIFM Solutions,Software Development Engineer,400000,New Delhi,Full Time,SDE,11,63.8,79.1,5056.89,6269.59
18102,3.5,Nagarjuna Fertilizers and Chemicals,Software Development Engineer - Intern,900000,New Delhi,Intern,SDE,11,63.8,79.1,11378.00,14106.58
18103,3.5,Trilogy Innovations,Software Development Engineer,2900000,New Delhi,Full Time,SDE,11,63.8,79.1,36662.45,45454.55
18104,4.2,WebKul,Software Development Engineer,564000,New Delhi,Full Time,SDE,11,63.8,79.1,7130.21,8840.13
18105,4.1,Play Games24x7,Software Development Engineer,1300000,New Delhi,Full Time,SDE,11,63.8,79.1,16434.89,20376.18
18106,5.0,Unolo,Software Development Engineer - Intern,180000,New Delhi,Intern,SDE,11,63.8,79.1,2275.60,2821.32
18107,3.9,The Solar Labs,Software Development Engineer,600000,New Delhi,Full Time,SDE,11,63.8,79.1,7585.34,9404.39
18108,4.0,Masters India,Software Development Engineer,900000,New Delhi,Full Time,SDE,11,63.8,79.1,11378.00,14106.58
18109,5.0,Fade 2 Karma,Software Development Engineer,800000,New Delhi,Full Time,SDE,11,63.8,79.1,10113.78,12539.18
18110,4.1,Park+ (India),Software Development Engineer,800000,New Delhi,Full Time,SDE,11,63.8,79.1,10113.78,12539.18
18111,4.6,LCX,Software Development Engineer,800000,New Delhi,Full Time,SDE,11,63.8,79.1,10113.78,12539.18
18112,3.8,Anonymous Content,Software Development Engineer - Intern,180000,New Delhi,Intern,SDE,11,63.8,79.1,2275.60,2821.32
18113,2.9,LimeTray,Software Development Engineer,1000000,New Delhi,Full Time,SDE,11,63.8,79.1,12642.23,15673.98
18114,5.0,The Art of Mike Mignola,Software Development Engineer,1500000,New Delhi,Full Time,SDE,11,63.8,79.1,18963.34,23510.97
18115,4.7,Boston Analytics,Software Development Engineer,500000,New Delhi,Full Time,SDE,11,63.8,79.1,6321.11,7836.99
18116,3.1,Akshamaala,Software Development Engineer,300000,New Delhi,Full Time,SDE,11,63.8,79.1,3792.67,4702.19
18117,3.7,Mphasis,Software Development Engineer,288000,New Delhi,Full Time,SDE,11,63.8,79.1,3640.96,4514.11
18118,4.1,Spinny,Software Development Engineer,800000,New Delhi,Full Time,SDE,11,63.8,79.1,10113.78,12539.18
18119,5.0,Programming Pathshala,Software Development Engineer,228000,New Delhi,Full Time,SDE,11,63.8,79.1,2882.43,3573.67
18120,3.9,Maruti Suzuki,Software Development Engineer,300000,New Delhi,Full Time,SDE,11,63.8,79.1,3792.67,4702.19
18121,3.3,CaaStle,Software Development Engineer - Intern,300000,New Delhi,Intern,SDE,11,63.8,79.1,3792.67,4702.19
18122,4.2,Kiota Labs,Software Development Engineer,156000,New Delhi,Full Time,SDE,11,63.8,79.1,1972.19,2445.14
18123,3.7,Dotvik Solutions,Software Development Engineer,312000,New Delhi,Full Time,SDE,11,63.8,79.1,3944.37,4890.28
18124,3.7,Majid Al Futtaim Group,Software Development Engineer,1100000,New Delhi,Full Time,SDE,11,63.8,79.1,13906.45,17241.38
18125,3.6,DP World,Software Development Engineer,1700000,New Delhi,Full Time,SDE,11,63.8,79.1,21491.78,26645.77
